Spice_Type,Adulterant_Type,Adulteration_Level,Moisture,Ash_Content,Acid_Insoluble_Ash,Volatile_Oil,Protein,Fiber,Color_Intensity,Density,pH,Electrical_Conductivity,Is_Adulterated
Paprika,Potato,53.84970422830626,7.42,1.0,2.63,0.1,9.68,16.0,50.29,0.668,5.61,0.399,1
Chili Powder,None,0.0,6.09,1.0,0.34,0.1,9.17,15.41,78.54,0.329,5.47,0.188,0
Paprika,None,0.0,4.41,2.14,0.1,0.52,10.78,17.09,65.3,0.325,4.89,0.05,0
Turmeric,Chalk Powder,48.42391889543255,7.69,1.9,2.8,0.1,10.06,14.45,67.09,0.564,5.69,0.418,1
Cinnamon,None,0.0,5.88,2.94,0.37,0.26,11.03,17.43,71.92,0.292,5.46,0.05,0
Ginger,None,0.0,3.68,2.68,0.41,1.53,12.83,15.19,81.68,0.381,5.6,0.356,0
Cinnamon,Peanut Shell,67.1845570229682,7.29,1.5,3.43,0.1,10.32,15.19,51.52,0.729,5.7,0.666,1
Black Pepper,Capsicum,23.026800169499907,4.24,2.67,1.41,0.1,12.04,16.15,63.96,0.392,4.94,0.251,1
Cinnamon,None,0.0,4.52,2.64,0.71,0.1,10.83,17.2,67.85,0.304,5.93,0.05,0
Chili Powder,None,0.0,3.97,2.07,0.72,0.65,10.38,15.49,55.31,0.349,5.67,0.347,0
Turmeric,Sawdust,49.23056704152914,7.96,1.0,2.88,0.1,9.28,18.08,52.31,0.633,5.67,0.598,1
Black Pepper,None,0.0,5.46,2.34,0.44,0.65,10.97,10.41,77.84,0.386,5.8,0.151,0
Cumin,None,0.0,4.37,4.53,0.57,1.43,9.67,14.51,71.73,0.406,5.24,0.109,0
Ginger,None,0.0,3.16,3.43,0.36,1.88,5.87,14.29,68.97,0.243,5.85,0.244,0
Cumin,None,0.0,6.04,3.27,0.17,0.67,9.0,12.87,68.0,0.437,5.5,0.429,0
Ginger,None,0.0,5.48,3.22,0.87,1.35,5.81,13.39,67.65,0.4,6.08,0.233,0
Cumin,None,0.0,5.86,4.85,0.24,1.87,7.05,18.8,87.54,0.375,5.48,0.183,0
Cumin,Walnut Shell,31.265368997482113,5.68,3.88,2.2,0.1,9.16,16.18,82.62,0.482,4.84,0.23,1
Ginger,None,0.0,4.04,1.66,0.12,1.42,10.64,15.03,62.91,0.413,6.34,0.34,0
Turmeric,None,0.0,5.8,3.55,0.29,1.36,11.05,15.77,64.35,0.264,5.41,0.05,0
Ginger,None,0.0,3.0,3.99,0.1,1.05,8.86,13.7,64.51,0.303,5.18,0.168,0
Cinnamon,None,0.0,3.0,3.67,0.34,1.27,11.48,16.18,68.07,0.325,5.35,0.05,0
Ginger,None,0.0,3.0,2.57,0.43,1.36,11.04,12.11,60.77,0.279,5.92,0.154,0
Ginger,Tapioca,10.096750295239836,5.1,3.62,0.81,0.1,8.55,14.64,62.88,0.454,4.9,0.292,1
Chili Powder,Artificial Color,62.37462061593509,7.14,2.66,3.1,0.1,7.16,17.66,93.47,0.55,5.55,0.402,1
Ginger,Rice Powder,64.41624884619009,8.47,3.76,3.51,0.1,11.71,14.78,64.68,0.618,5.69,0.572,1
Chili Powder,None,0.0,8.18,1.65,0.53,0.66,8.36,11.94,72.21,0.331,5.32,0.222,0
Cinnamon,None,0.0,3.0,3.38,0.43,0.94,9.44,15.72,80.21,0.41,5.28,0.113,0
Cinnamon,Walnut Shell,69.21281535394223,7.28,1.0,3.99,0.1,8.53,18.61,73.68,0.696,5.97,0.73,1
Black Pepper,None,0.0,3.34,1.15,0.1,0.1,10.73,15.1,72.04,0.382,5.65,0.162,0
Black Pepper,Mustard Husk,54.93695798815126,7.24,1.86,2.57,0.1,10.35,19.5,47.22,0.595,5.68,0.509,1
Ginger,None,0.0,7.34,1.01,0.98,1.45,8.28,12.52,75.31,0.329,6.13,0.214,0
Turmeric,None,0.0,3.0,3.91,0.45,1.6,12.02,14.96,75.49,0.28,4.88,0.125,0
Cumin,None,0.0,3.0,4.75,0.33,0.43,12.21,16.51,63.88,0.383,5.64,0.05,0
Cinnamon,None,0.0,4.11,3.56,0.7,0.91,7.52,12.62,70.92,0.306,5.71,0.1,0
Ginger,None,0.0,3.75,2.16,0.78,1.25,9.92,12.54,85.91,0.374,5.02,0.29,0
Paprika,None,0.0,4.86,2.37,0.1,0.6,6.53,9.22,59.5,0.371,5.0,0.169,0
Turmeric,None,0.0,4.98,2.63,0.98,1.33,10.43,17.22,77.02,0.456,5.42,0.234,0
Chili Powder,Sudan Red Dye,33.379974121938034,6.85,2.32,2.08,0.1,10.58,13.92,82.96,0.551,5.04,0.528,1
Turmeric,None,0.0,3.0,1.92,0.31,1.5,11.19,12.74,86.37,0.414,5.41,0.05,0
Turmeric,None,0.0,4.04,4.37,0.14,0.7,8.92,17.23,68.77,0.332,5.55,0.409,0
Turmeric,None,0.0,3.54,1.29,0.1,1.01,11.21,13.38,77.72,0.279,4.5,0.183,0
Cinnamon,None,0.0,6.42,3.83,1.05,1.37,10.43,14.91,92.15,0.371,4.99,0.374,0
Chili Powder,Sawdust,59.43000317608533,6.84,1.0,2.33,0.1,10.04,14.9,60.21,0.708,5.79,0.55,1
Chili Powder,None,0.0,6.17,2.22,0.66,2.05,8.47,13.47,65.51,0.336,5.04,0.482,0
Black Pepper,Corn Flour,55.79702285489777,8.49,1.0,3.06,0.1,11.89,16.32,49.06,0.63,5.52,0.658,1
Black Pepper,Corn Flour,63.44709294593968,6.71,3.36,3.53,0.1,12.14,20.69,71.71,0.732,5.82,0.466,1
Black Pepper,None,0.0,4.75,3.77,0.67,1.93,11.1,17.12,63.51,0.236,5.35,0.335,0
Chili Powder,None,0.0,6.94,3.12,0.31,0.75,12.25,16.59,61.3,0.374,5.2,0.235,0
